2014.8360730593606, 0, nan, Musik, 42.15134370579915
2014.9522831050228, 0, nan, Global økonomi, 45.195402298850574
2014.8130136986301, 0, nan, Guider, 41.69642857142857
2015.4961187214612, 0, nan, Byliv, 44.96153846153846
2015.521917808219, 0, nan, Byliv, 44.333333333333336
2015.602511415525, 0, nan, Byliv, 34.333333333333336
2015.4385844748858, 0, nan, Byliv, 29.77647058823529
2015.4577625570778, 0, nan, Byliv, 35.26356589147287
2015.4769406392695, 0, nan, Byliv, 35.413043478260875
2015.102511415525, 0, nan, Digitalt, 52.87264150943396
2014.9100456621004, 0, nan, Virksomheder, 53.17307692307692
2014.785616438356, 0, nan, Debat, 37.431451612903224
2015.5767123287671, 0, nan, Bolig og haven, 32.90840336134454
2014.9824200913242, 0, nan, Film og tv, 28.666666666666668
2014.9796803652969, 0, nan, Forbrug, 42.684210526315795
2015.0109589041097, 0, nan, Film og tv, 42.08620689655172
2014.9988584474886, 0, nan, Tv-anmeldelser, 38.42222222222222
2014.9155251141551, 0, nan, Debat, 44.62337662337662
2014.879908675799, 0, nan, Leder, 39.8029702970297
2014.9632420091325, 0, nan, Film og tv, 39.16666666666667
2014.8689497716894, 0, nan, Film og tv, 39.693548387096776
2014.6271689497717, 0, nan, Filmanmeldelser, 46.311089904284415
2015.3470319634703, 0, nan, Svømning, 56.62962962962963
2015.6655251141551, 0, nan, Filmanmeldelser, 44.57142857142857
2014.8212328767124, 0, nan, Digitalt, 29.0
2015.338812785388, 0, nan, Filmanmeldelser, 53.541243396993096
2014.6189497716894, 0, nan, Bagsiden, 29.40811965811966
2015.0821917808219, 0, nan, Film og tv, 38.33333333333333
2015.3990867579907, 0, nan, Filmanmeldelser, 56.595818815331015
2015.3990867579907, 0, nan, Tv-anmeldelser, 48.70752688172043
2014.4906392694065, 0, nan, Skønlitteratur, 41.306451612903224
2015.151826484018, 0, nan, Skønlitteratur, 39.4
2014.9155251141551, 0, nan, Film og tv, 41.66666666666667
2015.3075342465754, 0, nan, Premier League, 54.61813186813187
2015.1490867579907, 0, nan, Teateranmeldelser, 20.333333333333336
2015.143607305936, 0, nan, Filmanmeldelser, 39.24474789915966
2015.2296803652969, 0, nan, Oscar, 34.00581395348837
2014.5520547945205, 0, nan, VM 2014, 42.535135135135135
2014.9906392694065, 0, nan, Debat, 37.428962579860055
2015.5997716894976, 0, nan, Bøger, 43.833333333333336
2014.7269406392695, 0, nan, Film og tv, 28.5
2014.7609589041097, 0, nan, Tv-anmeldelser, 53.861111111111114
2015.4358447488585, 0, nan, Internationalt, 42.73412698412699
2015.1885844748858, 0, nan, Film og tv, 53.67661691542288
2015.116210045662, 0, nan, Film og tv, 40.833333333333336
2014.9659817351599, 0, nan, Tv-anmeldelser, 55.158208955223884
2014.8963470319634, 0, nan, Film og tv, 50.55555555555556
2014.527397260274, 0, nan, Film og tv, 35.666666666666664
2014.7378995433792, 0, nan, Film og tv, 35.0
2015.5684931506848, 0, nan, Filmanmeldelser, 40.29961417892453
2014.6858447488585, 0, nan, Internationalt, 30.55263157894737
2014.8744292237443, 0, nan, Teateranmeldelser, 34.06140350877193
2014.777397260274, 0, nan, Faglitteratur, 38.27272727272727
2014.7022831050228, 0, nan, Scene, 51.0921052631579
2014.838812785388, 0, nan, Politik, 45.325471698113205
2014.7269406392695, 0, nan, Film og tv, 45.10820895522388
2015.157305936073, 0, nan, NFL, 33.0
2014.602511415525, 0, nan, Fodbold, 52.19047619047619
2015.1381278538813, 0, nan, Jakob Engel-Schmidt, 52.57089552238806
2014.5602739726028, 0, nan, Skønlitteratur, 42.28148148148148
2014.602511415525, 0, nan, Dødsfald, 40.833333333333336
2015.3771689497717, 0, nan, Film, 38.766666666666666
2014.9659817351599, 0, nan, Per Michael Jespersen, 43.095238095238095
2014.8157534246575, 0, nan, Tv-anmeldelser, 71.48780487804878
2014.7828767123287, 0, nan, Dødsfald, 39.333333333333336
2014.9906392694065, 0, nan, Filmanmeldelser, 31.53887884267631
